"occurrence_no","record_type","reid_no","superceded","collection_no","taxon_name","taxon_rank","taxon_no","matched_name","matched_rank","matched_no","early_interval","late_interval","early_age","late_age","reference_no","lng","lat","cc","state","county","geogscale","protected","early_age","late_age","cx_int_no","early_int_no","late_int_no","formation","stratgroup","member","stratscale","zone","localsection","localbed","localorder","regionalsection","regionalbed","regionalorder","stratcomments","lithdescript","lithology1","lithadj1","lithification1","minor_lithology1","fossilsfrom1","lithology2","lithadj2","lithification2","minor_lithology2","fossilsfrom2","environment","tectonic_setting","geology_comments","collection_aka","authorizer_no","enterer_no","modifier_no","authorizer","enterer","modifier","created","modified","paleomodel","paleolng","paleolat","geoplate"
"1100276","occurrence","","","138936","Libellula pannewitziana n. sp.","species","257044","Libellula pannewitziana","species","257044","Late Miocene","","11.608","5.333","50728, 50728","16.799999","51.028000","PL","","","outcrop","","11.608","5.333","35","99","98","","","","group of beds","","","","","","","","","","claystone","","lithified","","","","","","","","lacustrine indet.","cratonic basin","Warsaw basin in Central European Basin System, a major intracratonic basin system.","","166","166","166","Clapham, M.","Clapham, M.","Clapham, M.","2013-02-02 17:31:43","2014-04-11 23:09:00","","17.72","49.49","305"
"1104642","occurrence","","","123987","Liadothemis major n. sp.","species","180330","Liadothemis major","species","180330","Early Toarcian","","183","182","37201, 37201","12.105000","53.615002","DE","","","outcrop","","183","182","43","132","131","","","","","Harpoceras falciferum","","","","","","","","","claystone","concretionary","lithified","","","","","","","","offshore","passive margin","","","166","166","166","Clapham, M.","Clapham, M.","Clapham, M.","2013-02-14 10:00:44","2013-02-13 17:05:29","","26.64","44.67","315"
"1104643","occurrence","","","123987","Liadothemis geinitzi n. sp.","species","180331","Liadothemis geinitzi","species","180331","Early Toarcian","","183","182","37201, 37201","12.105000","53.615002","DE","","","outcrop","","183","182","43","132","131","","","","","Harpoceras falciferum","","","","","","","","","claystone","concretionary","lithified","","","","","","","","offshore","passive margin","","","166","166","166","Clapham, M.","Clapham, M.","Clapham, M.","2013-02-14 10:00:44","2013-02-13 17:05:29","","26.64","44.67","315"
"1104644","occurrence","","","123987","Liadothemis dubia n. sp.","species","180333","Dialothemis dubia","species","180335","Early Toarcian","","183","182","37201, 37201","12.105000","53.615002","DE","","","outcrop","","183","182","43","132","131","","","","","Harpoceras falciferum","","","","","","","","","claystone","concretionary","lithified","","","","","","","","offshore","passive margin","","","166","166","166","Clapham, M.","Clapham, M.","Clapham, M.","2013-02-14 10:00:44","2013-02-13 17:05:29","","26.64","44.67","315"
"1104645","occurrence","","","123987","Heterophlebia geinitziella n. sp.","species","180057","Heterophlebia buckmani","species","180052","Early Toarcian","","183","182","37201, 37201","12.105000","53.615002","DE","","","outcrop","","183","182","43","132","131","","","","","Harpoceras falciferum","","","","","","","","","claystone","concretionary","lithified","","","","","","","","offshore","passive margin","","","166","166","166","Clapham, M.","Clapham, M.","Clapham, M.","2013-02-14 10:00:44","2013-02-13 17:05:29","","26.64","44.67","315"
"1104646","occurrence","","","123987","Heterophlebia megapolitana n. sp.","species","180064","Heterophlebia buckmani","species","180052","Early Toarcian","","183","182","37201, 37201","12.105000","53.615002","DE","","","outcrop","","183","182","43","132","131","","","","","Harpoceras falciferum","","","","","","","","","claystone","concretionary","lithified","","","","","","","","offshore","passive margin","","","166","166","166","Clapham, M.","Clapham, M.","Clapham, M.","2013-02-14 10:00:44","2013-02-13 17:05:29","","26.64","44.67","315"
"1104647","occurrence","","","123987","Heterophlebia dobbertinensis n. sp.","species","258722","Heterophlebia buckmani","species","180052","Early Toarcian","","183","182","37201, 37201","12.105000","53.615002","DE","","","outcrop","","183","182","43","132","131","","","","","Harpoceras falciferum","","","","","","","","","claystone","concretionary","lithified","","","","","","","","offshore","passive margin","","","166","166","166","Clapham, M.","Clapham, M.","Clapham, M.","2013-02-14 10:00:44","2013-02-13 17:05:29","","26.64","44.67","315"
"1104648","occurrence","","","123987","Heterophlebia germana n. sp.","species","180059","Heterophlebia buckmani","species","180052","Early Toarcian","","183","182","37201, 37201","12.105000","53.615002","DE","","","outcrop","","183","182","43","132","131","","","","","Harpoceras falciferum","","","","","","","","","claystone","concretionary","lithified","","","","","","","","offshore","passive margin","","","166","166","166","Clapham, M.","Clapham, M.","Clapham, M.","2013-02-14 10:00:44","2013-02-13 17:05:29","","26.64","44.67","315"
"1104649","occurrence","","","123987","Heterophlebia gracilis n. sp.","species","180060","Heterophlebia buckmani","species","180052","Early Toarcian","","183","182","37201, 37201","12.105000","53.615002","DE","","","outcrop","","183","182","43","132","131","","","","","Harpoceras falciferum","","","","","","","","","claystone","concretionary","lithified","","","","","","","","offshore","passive margin","","","166","166","166","Clapham, M.","Clapham, M.","Clapham, M.","2013-02-14 10:00:44","2013-02-13 17:05:29","","26.64","44.67","315"
"1104650","occurrence","","","123987","Heterophlebia similis n. sp.","species","180061","Heterophlebia buckmani","species","180052","Early Toarcian","","183","182","37201, 37201","12.105000","53.615002","DE","","","outcrop","","183","182","43","132","131","","","","","Harpoceras falciferum","","","","","","","","","claystone","concretionary","lithified","","","","","","","","offshore","passive margin","","","166","166","166","Clapham, M.","Clapham, M.","Clapham, M.","2013-02-14 10:00:44","2013-02-13 17:05:29","","26.64","44.67","315"
"1104651","occurrence","","","123987","Heterophlebia debilis n. sp.","species","180062","Heterophlebia buckmani","species","180052","Early Toarcian","","183","182","37201, 37201","12.105000","53.615002","DE","","","outcrop","","183","182","43","132","131","","","","","Harpoceras falciferum","","","","","","","","","claystone","concretionary","lithified","","","","","","","","offshore","passive margin","","","166","166","166","Clapham, M.","Clapham, M.","Clapham, M.","2013-02-14 10:00:44","2013-02-13 17:05:29","","26.64","44.67","315"
"1104652","occurrence","","","123987","Systellothemis n. gen. reticulata n. sp.","species","180071","Heterophlebia buckmani","species","180052","Early Toarcian","","183","182","37201, 37201","12.105000","53.615002","DE","","","outcrop","","183","182","43","132","131","","","","","Harpoceras falciferum","","","","","","","","","claystone","concretionary","lithified","","","","","","","","offshore","passive margin","","","166","166","166","Clapham, M.","Clapham, M.","Clapham, M.","2013-02-14 10:00:44","2013-02-13 17:05:29","","26.64","44.67","315"
"1104653","occurrence","","","123987","Rhabdothemis n. gen. strigivena n. sp.","species","258724","Rhabdothemis strigivena","species","258724","Early Toarcian","","183","182","37201, 37201","12.105000","53.615002","DE","","","outcrop","","183","182","43","132","131","","","","","Harpoceras falciferum","","","","","","","","","claystone","concretionary","lithified","","","","","","","","offshore","passive margin","","","166","166","166","Clapham, M.","Clapham, M.","Clapham, M.","2013-02-14 10:00:44","2013-02-13 17:05:29","","26.64","44.67","315"
"1104654","occurrence","","","123987","Temnostigma n. gen. singulare n. sp.","species","258726","Temnostigma singulare","species","258726","Early Toarcian","","183","182","37201, 37201","12.105000","53.615002","DE","","","outcrop","","183","182","43","132","131","","","","","Harpoceras falciferum","","","","","","","","","claystone","concretionary","lithified","","","","","","","","offshore","passive margin","","","166","166","166","Clapham, M.","Clapham, M.","Clapham, M.","2013-02-14 10:00:44","2013-02-13 17:05:29","","26.64","44.67","315"
"1104655","occurrence","","","123987","Pycnothemis n. gen. densa n. sp.","species","258728","Pycnothemis densa","species","258728","Early Toarcian","","183","182","37201, 37201","12.105000","53.615002","DE","","","outcrop","","183","182","43","132","131","","","","","Harpoceras falciferum","","","","","","","","","claystone","concretionary","lithified","","","","","","","","offshore","passive margin","","","166","166","166","Clapham, M.","Clapham, M.","Clapham, M.","2013-02-14 10:00:44","2013-02-13 17:05:29","","26.64","44.67","315"
"1104780","occurrence","","","123987","Eosagrion n. gen. risi n. sp.","species","258828","Eosagrion risi","species","258828","Early Toarcian","","183","182","44888, 44888","12.105000","53.615002","DE","","","outcrop","","183","182","43","132","131","","","","","Harpoceras falciferum","","","","","","","","","claystone","concretionary","lithified","","","","","","","","offshore","passive margin","","","166","166","0","Clapham, M.","Clapham, M.","unknown","2013-02-14 16:11:58","2013-02-13 23:11:58","","26.64","44.67","315"
"1105226","occurrence","","","123144","Isophlebia aspasia","species","180478","Isophlebia aspasia","species","180478","Early Tithonian","","150.8","145","8341, 8341","11.145000","48.910000","DE","Bayern","","local area","","150.8","145","124","124","124","Solnhofen","","","group of beds","Hybonoticeras hybonotum","","","","","","","","","lime mudstone","planar lamination","lithified","","","","","","","","lagoonal/restricted shallow subtidal","passive margin","","","166","418","0","Clapham, M.","Karr, J.","unknown","2013-02-16 11:00:40","2013-02-15 18:00:40","","23.87","32.08","305"
"1105227","occurrence","","","123144","Anisophlebia helle","species","180485","Anisophlebia helle","species","180485","Early Tithonian","","150.8","145","8341, 8341","11.145000","48.910000","DE","Bayern","","local area","","150.8","145","124","124","124","Solnhofen","","","group of beds","Hybonoticeras hybonotum","","","","","","","","","lime mudstone","planar lamination","lithified","","","","","","","","lagoonal/restricted shallow subtidal","passive margin","","","166","418","0","Clapham, M.","Karr, J.","unknown","2013-02-16 11:00:40","2013-02-15 18:00:40","","23.87","32.08","305"
"1105229","occurrence","","","123144","Stenophlebia latreillei","species","177945","Stenophlebia latreillei","species","177945","Early Tithonian","","150.8","145","8341, 8341","11.145000","48.910000","DE","Bayern","","local area","","150.8","145","124","124","124","Solnhofen","","","group of beds","Hybonoticeras hybonotum","","","","","","","","","lime mudstone","planar lamination","lithified","","","","","","","","lagoonal/restricted shallow subtidal","passive margin","","","166","418","0","Clapham, M.","Karr, J.","unknown","2013-02-16 11:00:40","2013-02-15 18:00:40","","23.87","32.08","305"
"1105230","occurrence","","","123144","Stenophlebia amphitrite","species","177943","Stenophlebia amphitrite","species","177943","Early Tithonian","","150.8","145","8341, 8341","11.145000","48.910000","DE","Bayern","","local area","","150.8","145","124","124","124","Solnhofen","","","group of beds","Hybonoticeras hybonotum","","","","","","","","","lime mudstone","planar lamination","lithified","","","","","","","","lagoonal/restricted shallow subtidal","passive margin","","","166","418","0","Clapham, M.","Karr, J.","unknown","2013-02-16 11:00:40","2013-02-15 18:00:40","","23.87","32.08","305"
"1105232","occurrence","","","123144","Nannogomphus bavaricus n. sp.","species","257769","Nannogomphus bavaricus","species","257769","Early Tithonian","","150.8","145","8341, 8341","11.145000","48.910000","DE","Bayern","","local area","","150.8","145","124","124","124","Solnhofen","","","group of beds","Hybonoticeras hybonotum","","","","","","","","","lime mudstone","planar lamination","lithified","","","","","","","","lagoonal/restricted shallow subtidal","passive margin","","","166","418","418","Clapham, M.","Karr, J.","Karr, J.","2013-02-16 11:08:31","2013-02-15 18:54:14","","23.87","32.08","305"
"1105233","occurrence","","","123144","Cymatophlebia longialata","species","178401","Cymatophlebia longialata","species","178401","Early Tithonian","","150.8","145","8341, 8341","11.145000","48.910000","DE","Bayern","","local area","","150.8","145","124","124","124","Solnhofen","","","group of beds","Hybonoticeras hybonotum","","","","","","","","","lime mudstone","planar lamination","lithified","","","","","","","","lagoonal/restricted shallow subtidal","passive margin","","","166","418","0","Clapham, M.","Karr, J.","unknown","2013-02-16 11:08:31","2013-02-15 18:08:31","","23.87","32.08","305"
